job_position,file_name,file_stem,relative_path,size_bytes,word_count,content_hash,decode_ok,eligible,ineligible_reason,is_duplicate,duplicate_of
Accountant,103.txt,103,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\103.txt,3591,443,f0e802c885a8dbf59806a75fc4fcd7a267f98601b421df561879f52030b5932a,True,True,,False,
Accountant,104.txt,104,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\104.txt,3182,404,12ba23ff5899b84a4c68005fb08194e5e0f1b78cde1c1e425c92f60ea215f051,True,True,,False,
Accountant,105.txt,105,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\105.txt,5435,664,6c5dd328c8e72d1d498c5b22f022b984edbb83cdd5577abc9e72b8ba697faf5d,True,True,,False,
Accountant,106.txt,106,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\106.txt,5552,701,935bcd667ab3bbd825d48fa645654406f192040209d36ad942961bf00d962386,True,True,,False,
Accountant,107.txt,107,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\107.txt,5150,637,acfbe1e3bc291e3e327172d73749e956d152930a38f26808a444e33b330aba0b,True,True,,False,
Accountant,108.txt,108,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\108.txt,5923,786,2d1fbc5b8535b99d6c3f9adfd4a4c6c4e42d6b927019f814111e163cd42c0271,True,True,,False,
Accountant,109.txt,109,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\109.txt,8191,1021,ab7af3cfff6d38fba6c8621c09a71600473bed9cae7388dabdd6d8ad035611a2,True,True,,False,
Accountant,11.txt,11,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\11.txt,2930,354,3478cbdd2ce2f933ec85902e83336b3b072def05b7fddce1343117522407b963,True,True,,False,
Accountant,110.txt,110,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\110.txt,5287,700,f53644660feccf4a98daa0b637379edde827513fb5f6ed1258793741a84fa5fa,True,True,,False,
Accountant,111.txt,111,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\111.txt,6193,818,414dffef6270398d9b7ed86fbaf74af5719d25fbcc5a417fef96bc414facf5be,True,True,,False,
Accountant,112.txt,112,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\112.txt,11612,1561,070f38d497f04765924acfc7cd57b44d01b15ac9e501ae6b739052b1d570533b,True,True,,False,
Accountant,113.txt,113,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\113.txt,7358,919,b49e8e47bc7376d6ec05c45dcfa6716777c14bce5f7fdc7ff8c6f79a6c000287,True,True,,False,
Accountant,114.txt,114,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\114.txt,8690,1429,decd313193aeef7df9619ebde787b1c44994b2976d3d0d27c59024d0b69508e6,True,True,,False,
Accountant,115.txt,115,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\115.txt,5408,624,aab09795ac235c4b3a96889c45c826ce589cdcdd15d000ae3118a0e1722f6896,True,True,,False,
Accountant,116.txt,116,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\116.txt,5681,674,aef0c5aa97ee4835a3c273a002274b3ccedfca451367cbb1726384b6960f379c,True,True,,False,
Accountant,117.txt,117,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\117.txt,2316,294,2133dc50e57132987b423443d90b51c6e5c28c42ccf89efb026331e40791908e,True,True,,False,
Accountant,117e83282455302b.txt,117e83282455302b,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\117e83282455302b.txt,1512,189,f8e30c66410b22ba9d99cfc7e3a9b5281492e8887bea5ec4f82fcf041205127c,True,True,,False,
Accountant,118.txt,118,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\118.txt,6444,808,5c3174d5eae83d12a54f7f7cc48d2b160cdb1a58e48a7a317ba75fa59fb2fd89,True,True,,False,
Accountant,119.txt,119,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\119.txt,5713,719,baf7d92cd4dcd337715e9d8ba60e39fa9ed0e8879635a4c6ba3fa8321536cb3c,True,True,,False,
Accountant,12.txt,12,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\12.txt,6206,774,b88d32f4a514dd3a911287c7681c2fe629b1e7c237527f1477fe5d435eb3f893,True,True,,False,
Accountant,120.txt,120,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\120.txt,8622,1128,ca891859a6a034cf1999d94b4d8bf8fd75dc62cee5ee4f5c05f2bb6c26a96ece,True,True,,False,
Accountant,121.txt,121,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\121.txt,3545,441,493c9a3401ce51d0a6b0101e69ed93b1f07212c3ccb755634c106d42e4b72e37,True,True,,False,
Accountant,122.txt,122,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\122.txt,6845,859,1a6097eaf80588ad3e5fb0c6ef1e9b94188d646f7d2fcc79f5e2944fa987fabc,True,True,,False,
Accountant,123.txt,123,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\123.txt,7276,880,f8b687a630cac32ef687ae079b60f6be95a99b6ff5aae133ebf7e7d07da0fd6e,True,True,,False,
Accountant,124.txt,124,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\124.txt,4550,553,1649b01dfd415bc56f7d9da4a1310abfbe55b8de902a5edf179a316a7f298ee8,True,True,,False,
Accountant,125.txt,125,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\125.txt,2211,267,019c9651f4bf4a97735b0961c6bdfee17be1bc8e8bbfc83181f39314b2d34e6f,True,True,,False,
Accountant,126.txt,126,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\126.txt,5005,658,82ec77b70d8ed11be2da62d25c6e0f0348fb285dad5ac8aa6d2efb3dc0599b12,True,True,,False,
Accountant,127.txt,127,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\127.txt,8725,1100,31703bda55a1ab2876117f3908fe8c008dea528765a50f502d3b028abac358f9,True,True,,False,
Accountant,128.txt,128,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\128.txt,5961,751,1d4956fb09fd22cf6cff35da8b9bf48162d3e0a4b3ef18d7894cac661f247854,True,True,,False,
Accountant,129.txt,129,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\129.txt,1882,247,53a923708e4525ef247ba52376b7a1c07f645ccb2f57c2a97a2ab2520d3dc08d,True,True,,False,
Accountant,13.txt,13,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\13.txt,5371,653,42c60e97c5f8f84424569dca75fb4751ae112f1b08bdd23140d1ed90753ea239,True,True,,False,
Accountant,130.txt,130,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\130.txt,5968,726,a6c32cdec9ffdfa2a917d92010948d649d01a2b46fdc5074b7419cedd9f64289,True,True,,False,
Accountant,131.txt,131,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\131.txt,5653,712,098662b54c14ba9805ea4f015fc8497afe4b0cb6c3c518bec5815e54ba24f0fb,True,True,,False,
Accountant,1315cc92aab2c895.txt,1315cc92aab2c895,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\1315cc92aab2c895.txt,1917,239,799636cefb613dc762e7b42f1bc257736b18027fff6fa84936b8d91e83491f26,True,True,,False,
Accountant,132.txt,132,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\132.txt,5736,683,f2e96b96bc486884a8fa00d399903cb06991bba8ace52ee4e722328c9cb4cb8f,True,True,,False,
Accountant,133.txt,133,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\133.txt,5202,669,c7688b62a76a220d79f986826b12f0d7e1e4a99a1f617dd22c7295a0b38d8439,True,True,,False,
Accountant,134.txt,134,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\134.txt,6291,817,dc8627560b57ed5af151e3c718045e5fba507d08dd30880114bb39a20ba3a595,True,True,,False,
Accountant,135.txt,135,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\135.txt,6079,814,dbc49a254efd182a6e613c94e9e8711406d0f1e2675ed27cb67256c511e252c1,True,True,,False,
Accountant,136.txt,136,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\136.txt,5811,687,64562528b9ff64df8d4656c661003e464205f4d9fe17f39113146d04bc5b013a,True,True,,False,
Accountant,137.txt,137,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\137.txt,4794,629,3f1332b30476b0b685a8ffb066e4875f746ee9b239267a6f3f71b95c3d0541d7,True,True,,False,
Accountant,138.txt,138,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\138.txt,3155,405,c51fa50221f08530b5b555d5584104da2de5ac16c031a3e430c0063284f10a51,True,True,,False,
Accountant,139.txt,139,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\139.txt,6095,759,228527c710cf3515a917d784f17a123ccd55e15543d4ce4bf8ae16d05201aa0b,True,True,,False,
Accountant,14.txt,14,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\14.txt,6242,877,4a131b24df77171fc6dddc7babc72dea32a2b4b1e45d9a62f6dfaeab75ffe510,True,True,,False,
Accountant,140.txt,140,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\140.txt,4726,594,115f915dab860bdc7a63bf055d2e1aa488276ed58869bfaaeccf9e69289dfea5,True,True,,False,
Accountant,141.txt,141,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\141.txt,3824,447,fa4f64ae94275f52b323333376f0f7813ef9d704997242854edc4b41930adccd,True,True,,False,
Accountant,142.txt,142,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\142.txt,6236,753,09b9ee890436af8681193fcdaf098cd6d4703876c645ab4a24eedc29464c7080,True,True,,False,
Accountant,143.txt,143,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\143.txt,24861,3480,22354670c8cb0387dc7b5e5e8af56e1539faf557d21b0c9da60bf1f20a33949e,True,True,,False,
Accountant,144.txt,144,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\144.txt,5689,702,17fe0cbc1c637d2db86fbdaeccf53d60bc1f765ff6c8937c3c66131994c11b7d,True,True,,False,
Accountant,145.txt,145,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\145.txt,5196,678,26c6836b1ff06b92baa468f2faddbd5b5c843c7773aaa6c9767a4d2ac63a9485,True,True,,False,
Accountant,146.txt,146,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\146.txt,5065,645,f0645b4b0f9ef95f7689083995c6f7d9dbbe0f2c4b1a329aada0780fd3ae2a25,True,True,,False,
Accountant,147.txt,147,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\147.txt,7147,864,0055df0de365b295d82793dec94cbd998dc8d98316723b8ed9ac6d68a5d440d1,True,True,,False,
Accountant,148.txt,148,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\148.txt,5564,679,3324384488f2750eb320f9552097ccaf9f8d0867e4c1df4deba39e95a88c6060,True,True,,False,
Accountant,149.txt,149,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\149.txt,4376,528,848c979eb503a7ba092253e450271e68767f0f1981cf09e20b21d62f09d54518,True,True,,False,
Accountant,15.txt,15,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\15.txt,5874,713,b0184b147cc6edb798322f1e3744f7ae072a2e6f1579b6bccc709ca2dfd56b26,True,True,,False,
Accountant,150.txt,150,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\150.txt,2511,331,6054c7e3535f91de14437f347b659ad9e4c06465a735c84999872d15e721c0fb,True,True,,False,
Accountant,151.txt,151,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\151.txt,6579,953,fca33379e65a558a34f020291d24998781e2e2a525bb637e56c583201ae0feb6,True,True,,False,
Accountant,152.txt,152,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\152.txt,9977,1209,a11c57d926b5e3a337ff163e0695063683ba6e45162c8d728f6a2d6dbf43ee93,True,True,,False,
Accountant,153.txt,153,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\153.txt,6258,831,3bd01417dbd11bdd71ee3a2d72db7719ecbe9e06d191d9f0302677175c1d3400,True,True,,False,
Accountant,154.txt,154,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\154.txt,6247,804,93edd88c4129594359136b1bf43a95eec0ec2f4b9283202780b9704f0d1c8118,True,True,,False,
Accountant,155.txt,155,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\155.txt,5967,738,69ba71df01f59ed464baab5b5fb9cb59d1eba8ca47e8a44c5e6cc5180f0dfd6c,True,True,,False,
Accountant,156.txt,156,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\156.txt,6132,737,80b074e8ac94ea0fa4497ee7a8a7d5d30c7f5956a93e0c0970510e1b427e2afe,True,True,,False,
Accountant,157.txt,157,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\157.txt,4840,589,e5b05fd6053287b5f72f33dd3d6e2bf3cd5134780574db4413b31c1b5811e018,True,True,,False,
Accountant,158.txt,158,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\158.txt,4514,559,d0c4327865e93086d3871739fee158de59f345f1b910683a5d01c575a8e5aa93,True,True,,False,
Accountant,159.txt,159,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\159.txt,5734,699,5710e57e0cde52b12fd6712b62cda474be093ce226a6719b7bcdf5580870cead,True,True,,False,
Accountant,159a611254b68066.txt,159a611254b68066,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\159a611254b68066.txt,2105,281,b30e22b6f2360234dd795283d61fcad58c5d3b95453e34ae145d84dac09278ed,True,True,,False,
Accountant,16.txt,16,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\16.txt,5038,638,3f4d29ae2cdc1629561aee4e22c28e25b73da93bc9710b9c188b42e40e63c7d5,True,True,,False,
Accountant,160.txt,160,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\160.txt,6520,781,f9c8097cf93e71f0f080e374d5755536fa41df5dce564e6021e2b808e2094d85,True,True,,False,
Accountant,161.txt,161,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\161.txt,5660,803,e1711787944f203b93a745066f4f64822dde597b3608d0a3da4df88658e704de,True,True,,False,
Accountant,162.txt,162,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\162.txt,5335,646,75b05d45fc10a9814243df58abf68c25bfd0a8b87c3b87217b137197a0c562be,True,True,,False,
Accountant,163.txt,163,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\163.txt,18608,2245,8ca86c8a09f3f0ddbbc1c420efffd0bf0cb8d72090d82446dc0ee92545ccf176,True,True,,False,
Accountant,164.txt,164,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\164.txt,5385,660,a7edf76b6b770782bc157e37ae5b35f70390270357cb79f27de8bc89e97c8981,True,True,,False,
Accountant,165.txt,165,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\165.txt,6881,835,2a2170ca9cfc736fc4e5db21aba7842035214cf777736c557cebeb2dfd075e6f,True,True,,False,
Accountant,166.txt,166,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\166.txt,5326,666,ba78c7eecb46cb5d1c19ca526063b9f24661bb73bdbbfe569fcf731497baf669,True,True,,False,
Accountant,167.txt,167,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\167.txt,5510,683,f7b48e952d0dd46f7ad2a0661d176c8471f2f5acbe1587f451584e532505a756,True,True,,False,
Accountant,168.txt,168,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\168.txt,7595,930,8650814181f3ad992aa7a82f5d8a5591aa5e46b7cbafa99a7416348f0a3c192b,True,True,,False,
Accountant,169.txt,169,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\169.txt,6441,828,c2f64316dabf1e07d3c7501027bb7affc6a6d8487d06d18b717573b8669baa1c,True,True,,False,
Accountant,16c46f2968f31b16.txt,16c46f2968f31b16,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\16c46f2968f31b16.txt,2006,254,093c8916e8c8498d6eb03c17e92da75473b28ec4adbbf648567dd280392c17d2,True,True,,False,
Accountant,17.txt,17,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\17.txt,5236,651,ffa4d04a82933960cbfd42041d9168afb094e89ca4fdd124183541b3121149ad,True,True,,False,
Accountant,170.txt,170,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\170.txt,5406,655,5e8323950383137a4b75e3b4bcadd7162788383ee5f2eb880f4c4d7d23a34dc8,True,True,,False,
Accountant,171.txt,171,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\171.txt,6289,769,e0e8127b6bfe9b270e133d089720b71cb8cf8c7d86cd14b589e12068c5968cc5,True,True,,False,
Accountant,172.txt,172,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\172.txt,5353,658,54e36e76d083bf6f2401af6c586d8c953fbaaf52f985161073d3e049013075cc,True,True,,False,
Accountant,173.txt,173,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\173.txt,5478,717,dd311f3b441af76166f9f9ae183e246e648f244010e5f37b356dda3bb60aedbf,True,True,,False,
Accountant,174.txt,174,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\174.txt,5729,649,fad00094e3fafa07c341a1da4e59f1b6d9f43e2002c26d6ab1a3bd031bb1d30a,True,True,,False,
Accountant,175.txt,175,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\175.txt,6855,843,fbf40f80b4e2dea7b15dd23cbe1ee6f2b38b031e902dfafa42f2d461aad82dd2,True,True,,False,
Accountant,176.txt,176,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\176.txt,9247,1214,7571e44e008a68e09768b1314a7e8bac34fd19616b4f498bec3c360a8a681c11,True,True,,False,
Accountant,177.txt,177,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\177.txt,5286,767,b6ee908600c62eb33372b3068517c1193936b215e8a895287802d4df02cdbd8e,True,True,,False,
Accountant,178.txt,178,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\178.txt,6521,778,0fc769eeb3eb56b11b6f3c03e1d5f6f1df92003b9dcfaed59b1f696219fa3ffe,True,True,,False,
Accountant,179.txt,179,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\179.txt,5580,725,6938bdb1e586881ef4cd3c5beb04bffbd71a66d6003741aa939210901cccc5d1,True,True,,False,
Accountant,18.txt,18,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\18.txt,6659,864,66907f46247c9efd4d1372447b9eff22c1bc5b2cc09eb79dd0d3b3be122bb7ce,True,True,,False,
Accountant,180.txt,180,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\180.txt,6364,788,02be05c591b5edbf5b13c9e838a34193289c2111e55d013c79aa355dd14afe0b,True,True,,False,
Accountant,181.txt,181,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\181.txt,6875,836,f444b49c326c75b77f1a817b69bbfb97a2f36e8838684a62a324a48a32820b81,True,True,,False,
Accountant,182.txt,182,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\182.txt,2653,362,f119ebd85020bb37e8b38bcec65a1618dc335f074e7c636b5a0ada0901b11248,True,True,,False,
Accountant,183.txt,183,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\183.txt,6091,757,0b17199c4cc3cb9bc0cdbb71ad1297e9d3fed5be51e4a5cff6bf5ab049e78ef5,True,True,,False,
Accountant,184.txt,184,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\184.txt,5639,782,4c3a8b37ee04062c4e263a3052657a91eb1608534e79bfc738997a57ad0594ae,True,True,,False,
Accountant,184d6b7fe5c5dd0c.txt,184d6b7fe5c5dd0c,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\184d6b7fe5c5dd0c.txt,2615,346,13ff6bfe9035ef0e41fd2146d92e745e34d88cc52720c839eb550a88fda6740d,True,True,,False,
Accountant,185.txt,185,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\185.txt,3325,411,fa8f1e4193511b75c8a9e654ba76c79f858288c6686bac675355613d34dd43f3,True,True,,False,
Accountant,186.txt,186,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\186.txt,5545,682,afb0e4b493c641462908e08cc1781f3f0b474fbfbd0b1b4afe8f6c428d859beb,True,True,,False,
Accountant,187.txt,187,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\187.txt,7246,902,4ea64291fb3b03a36371cf197817fbcd9f8f433fe1d0e9e5c571fcb3f0ffe383,True,True,,False,
Accountant,188.txt,188,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\188.txt,5860,696,0cc10e48e2e7adf4cd5dec4fc3bc66536f225604ca7f5e0998479dda270176de,True,True,,False,
Accountant,189.txt,189,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\189.txt,4242,530,9b1bca5e04aa7ec889b412b6e479f958b1a060270a1e0553a84a084eff6b1345,True,True,,False,
Accountant,19.txt,19,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\19.txt,5278,646,5d16350298d0d334763c1dc93c579f9f1239188080010c36a164a9953d01efd4,True,True,,False,
Accountant,190.txt,190,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\190.txt,9456,1247,bcc09f2f375c03ff0b584d53a93a942442ec9047da8318efa9b8fa85550187e2,True,True,,False,
Accountant,191.txt,191,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\191.txt,5233,643,8118a43a123254dd8c9fd77f0006d0b078dcbbde0f29d5d12e74a9bf76194af1,True,True,,False,
Accountant,192.txt,192,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\192.txt,5313,655,3bdd85af6a79a4416bf5465698b99f6824286758442c22f50c37749aafb23f78,True,True,,False,
Accountant,193.txt,193,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\193.txt,1845,217,21fd5fa9685d86c158464d2a91d848b982a8c4f83f8161e72939baa8f4d4d76c,True,True,,False,
Accountant,194.txt,194,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\194.txt,5228,657,46a42a0207eee53b071cb68d184b387715b1cf5ccf1177921fbd7df830b0012b,True,True,,False,
Accountant,195.txt,195,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\195.txt,5397,757,98ef766871a8d87af3456ed0b64fce9472ce5bf5b3696f78cad50080dde19e38,True,True,,False,
Accountant,196.txt,196,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\196.txt,5882,727,811e6706237e00ee3185a869e536e37486de4f0c6d00ed7b427db9f124faebb9,True,True,,False,
Accountant,197.txt,197,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\197.txt,5827,723,fc9d2a366b72381bee458aa027ef5464dcf20001ef982240779fea2f341cfb3e,True,True,,False,
Accountant,198.txt,198,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\198.txt,6517,827,1dcc1d163dbea7fcf18c6ea09f4f3f745fd48f0c0669cba246c5256dbe65da8b,True,True,,False,
Accountant,199.txt,199,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\199.txt,6098,777,33eb6947d68197cb9279a6becbf594cfdf18955482e3215a271bc59587db97df,True,True,,False,
Accountant,1add5fd2980f1770.txt,1add5fd2980f1770,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\1add5fd2980f1770.txt,1764,248,460e8514d0f66f2f6321dd6a69f9dcf7a8fdbfd9080a0cb4e8850c639d254d49,True,True,,False,
Accountant,1c475831fe6d5478.txt,1c475831fe6d5478,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\1c475831fe6d5478.txt,2277,283,b764c54ab90a402dcdaa38864bcb5aa27d0881df65c18687f03d31c1507f3e55,True,True,,False,
Accountant,1f795814d580d4c0.txt,1f795814d580d4c0,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\1f795814d580d4c0.txt,3151,383,80a71762e444bce8bfcbacfeb535192f46b41d5088d1ffff4e1cc59cf7bc8915,True,True,,False,
Accountant,2.txt,2,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\2.txt,5443,687,c4d62ac0942679e9e38f82a82b68fcc11c6a956aab1b2b6f97fca0879c0ab4a0,True,True,,False,
Accountant,20.txt,20,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\20.txt,6334,750,51e420d4dda929886602733ec3a2048761302ea5d9a94cb4a0d3983625651902,True,True,,False,
Accountant,21.txt,21,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\21.txt,5457,678,d92f76385cd0b2b0c885bad8d3880e68e4479e3862b2729df17e97ab267060ac,True,True,,False,
Accountant,22.txt,22,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\22.txt,6079,741,28cfa0ee776895cd2b0a1c3f557d08f6231002dbc0efa944d0dbfc93a9cae0d8,True,True,,False,
Accountant,23.txt,23,2-Processing\Resumes\Cleaned Resumes TXT\Accountant\23.txt,7932,964,e0ac48b2df248040c068593a6c8b33427f566389fe32569c4d3e35e75a0c6794,True,True,,False,
